"site";"year";"sample";"species";"Length.mm";"Age.y";"code"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";5,2;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";4,5;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";2,9;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";5,3;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";1,8;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";3,5;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";13,1;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";8,7;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";14,6;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";7,8;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";2,5;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";5,2;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";13,7;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";13,6;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";12,6;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";1,7;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";11,3;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";6;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";5,6;"NA";"AB"
"Abram";2005;"МКЗ-1.3";"Macoma balthica";4,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";11,6;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";13,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";11,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";14,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";14,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";14,1;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";12,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";12,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";10,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";11,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";12,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";14,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";12,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";12,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";12,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";14,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";10,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";14,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";11,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";10,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";14,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";10,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";8,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";13,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";10,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";12,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";11,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";10,6;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";8,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,6;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";11,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";11,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";8,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";10,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";11,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";12,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";10,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";8,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";8,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";7,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";2,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";11,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";5,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";8,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";7,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";5,1;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";6,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";7,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";7,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,6;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";7,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";6,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";8,1;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";15;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,6;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";2,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";7,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";5,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";8,1;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";5,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";2,1;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";8,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";5,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";0,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";2,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";7,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";10,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";"NA";"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,6;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";5,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,6;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,9;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";13;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";15,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";9,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";10,4;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";5,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";15,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";13,6;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";2,7;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";3,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";11,8;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";2,3;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";4,2;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";2,1;"NA";"AB"
"Abram";2005;"МКЗ-2.2";"Macoma balthica";1,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";6,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";12,6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";4,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";13,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,1;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,1;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";10,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";10,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";11,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";6,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";6,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";6,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";13,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";6,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";11,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";4,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";11,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";13,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";12,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";11;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";12,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";10,6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";12,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";10,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";11,1;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";10,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";10,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";14,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";11,6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";11,6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";4,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";11,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,1;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,1;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";13,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";12;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";13,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";4,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";10,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";12,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";14,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";14,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";10;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";10,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,1;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,1;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";0,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";4,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";11,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";6,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";12,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";8,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";10;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";12;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,2;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,8;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,4;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";1,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,9;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";6,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";9,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";7,7;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,5;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";6,6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";5,6;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";3,3;"NA";"AB"
"Abram";2005;"МКЗ-2.1";"Macoma balthica";2,7;"NA";"AB"
"Abram";2005;"МКЗ-2.3";"Macoma balthica";9;"NA";"AB"
"Abram";2005;"МКЗ-2.3";"Macoma balthica";8,7;"NA";"AB"
"Abram";2005;"МКЗ-2.3";"Macoma balthica";8,8;"NA";"AB"
