"Length.int" "year" "sample" "Freq"
"1" "(0,1]" "1992" "1me1" NA
"2362" "(1,2]" "2005" "2me3" NA
"2363" "(2,3]" "2005" "2me3" NA
"2364" "(3,4]" "2005" "2me3" NA
"2365" "(4,5]" "2005" "2me3" NA
"2366" "(5,6]" "2005" "2me3" NA
"2367" "(6,7]" "2005" "2me3" NA
"2368" "(7,8]" "2005" "2me3" NA
"2369" "(8,9]" "2005" "2me3" NA
"2370" "(9,10]" "2005" "2me3" NA
"2371" "(10,11]" "2005" "2me3" NA
"2372" "(11,12]" "2005" "2me3" NA
"2373" "(12,13]" "2005" "2me3" NA
"2374" "(13,14]" "2005" "2me3" NA
"2375" "(14,15]" "2005" "2me3" NA
"2376" "(15,16]" "2005" "2me3" NA
"2377" "(16,17]" "2005" "2me3" NA
"2378" "(17,18]" "2005" "2me3" NA
"2379" "(18,19]" "2005" "2me3" NA
"2380" "(19,20]" "2005" "2me3" NA
"2381" "(0,1]" "2006" "2me3" NA
"2382" "(1,2]" "2006" "2me3" NA
"2383" "(2,3]" "2006" "2me3" NA
"2384" "(3,4]" "2006" "2me3" NA
"2385" "(4,5]" "2006" "2me3" NA
"2386" "(5,6]" "2006" "2me3" NA
"2387" "(6,7]" "2006" "2me3" NA
"2388" "(7,8]" "2006" "2me3" NA
"2389" "(8,9]" "2006" "2me3" NA
"2390" "(9,10]" "2006" "2me3" NA
"2391" "(10,11]" "2006" "2me3" NA
"2392" "(11,12]" "2006" "2me3" NA
"2393" "(12,13]" "2006" "2me3" NA
"2394" "(13,14]" "2006" "2me3" NA
"2395" "(14,15]" "2006" "2me3" NA
"2396" "(15,16]" "2006" "2me3" NA
"2397" "(16,17]" "2006" "2me3" NA
"2398" "(17,18]" "2006" "2me3" NA
"2399" "(18,19]" "2006" "2me3" NA
"2400" "(19,20]" "2006" "2me3" NA
"2401" "(0,1]" "2007" "2me3" NA
"2402" "(1,2]" "2007" "2me3" NA
"2403" "(2,3]" "2007" "2me3" NA
"2404" "(3,4]" "2007" "2me3" NA
"2405" "(4,5]" "2007" "2me3" NA
"2406" "(5,6]" "2007" "2me3" NA
"2407" "(6,7]" "2007" "2me3" NA
"2408" "(7,8]" "2007" "2me3" NA
"2409" "(8,9]" "2007" "2me3" 7
"2410" "(9,10]" "2007" "2me3" NA
"2411" "(10,11]" "2007" "2me3" NA
"2412" "(11,12]" "2007" "2me3" NA
"2413" "(12,13]" "2007" "2me3" NA
"2414" "(13,14]" "2007" "2me3" NA
"2415" "(14,15]" "2007" "2me3" NA
"2416" "(15,16]" "2007" "2me3" NA
"2417" "(16,17]" "2007" "2me3" NA
"2418" "(17,18]" "2007" "2me3" 0
"2419" "(18,19]" "2007" "2me3" NA
"2420" "(19,20]" "2007" "2me3" NA
"2421" "(0,1]" "2008" "2me3" NA
"2422" "(1,2]" "2008" "2me3" NA
"2423" "(2,3]" "2008" "2me3" NA
"2424" "(3,4]" "2008" "2me3" NA
"2425" "(4,5]" "2008" "2me3" NA
"2426" "(5,6]" "2008" "2me3" NA
"2427" "(6,7]" "2008" "2me3" NA
"2428" "(7,8]" "2008" "2me3" NA
"2429" "(8,9]" "2008" "2me3" NA
"2430" "(9,10]" "2008" "2me3" NA
"2431" "(10,11]" "2008" "2me3" NA
"2432" "(11,12]" "2008" "2me3" NA
"2433" "(12,13]" "2008" "2me3" NA
"2434" "(13,14]" "2008" "2me3" NA
"2435" "(14,15]" "2008" "2me3" NA
"2436" "(15,16]" "2008" "2me3" NA
"2437" "(16,17]" "2008" "2me3" NA
"2438" "(17,18]" "2008" "2me3" NA
"2439" "(18,19]" "2008" "2me3" NA
"2440" "(19,20]" "2008" "2me3" NA
"2441" "(0,1]" "2009" "2me3" NA
"2442" "(1,2]" "2009" "2me3" NA
"2443" "(2,3]" "2009" "2me3" NA
"2444" "(3,4]" "2009" "2me3" NA
"2445" "(4,5]" "2009" "2me3" NA
"2446" "(5,6]" "2009" "2me3" NA
"2447" "(6,7]" "2009" "2me3" NA
"2448" "(7,8]" "2009" "2me3" NA
"2449" "(8,9]" "2009" "2me3" NA
"2450" "(9,10]" "2009" "2me3" NA
"2451" "(10,11]" "2009" "2me3" NA
"2452" "(11,12]" "2009" "2me3" NA
"2453" "(12,13]" "2009" "2me3" NA
"2454" "(13,14]" "2009" "2me3" NA
"2455" "(14,15]" "2009" "2me3" NA
"2456" "(15,16]" "2009" "2me3" NA
"2457" "(16,17]" "2009" "2me3" NA
"2458" "(17,18]" "2009" "2me3" NA
"2459" "(18,19]" "2009" "2me3" NA
"2460" "(19,20]" "2009" "2me3" NA
"2461" "(0,1]" "2010" "2me3" NA
"2462" "(1,2]" "2010" "2me3" NA
"2463" "(2,3]" "2010" "2me3" NA
"2464" "(3,4]" "2010" "2me3" NA
"2465" "(4,5]" "2010" "2me3" NA
"2466" "(5,6]" "2010" "2me3" NA
"2467" "(6,7]" "2010" "2me3" NA
"2468" "(7,8]" "2010" "2me3" NA
"2469" "(8,9]" "2010" "2me3" NA
"2470" "(9,10]" "2010" "2me3" NA
"2471" "(10,11]" "2010" "2me3" NA
"2472" "(11,12]" "2010" "2me3" NA
"2473" "(12,13]" "2010" "2me3" NA
"2474" "(13,14]" "2010" "2me3" NA
"2475" "(14,15]" "2010" "2me3" NA
"2476" "(15,16]" "2010" "2me3" NA
"2477" "(16,17]" "2010" "2me3" NA
"2478" "(17,18]" "2010" "2me3" NA
"2479" "(18,19]" "2010" "2me3" NA
"2480" "(19,20]" "2010" "2me3" NA
"2481" "(0,1]" "2011" "2me3" NA
"2482" "(1,2]" "2011" "2me3" NA
"2483" "(2,3]" "2011" "2me3" NA
"2484" "(3,4]" "2011" "2me3" NA
"2485" "(4,5]" "2011" "2me3" NA
"2486" "(5,6]" "2011" "2me3" NA
"2487" "(6,7]" "2011" "2me3" NA
"2488" "(7,8]" "2011" "2me3" NA
"2489" "(8,9]" "2011" "2me3" NA
"2490" "(9,10]" "2011" "2me3" NA
"2491" "(10,11]" "2011" "2me3" NA
"2492" "(11,12]" "2011" "2me3" NA
"2493" "(12,13]" "2011" "2me3" NA
"2494" "(13,14]" "2011" "2me3" NA
"2495" "(14,15]" "2011" "2me3" NA
"2496" "(15,16]" "2011" "2me3" NA
"2497" "(16,17]" "2011" "2me3" NA
"2498" "(17,18]" "2011" "2me3" NA
"2499" "(18,19]" "2011" "2me3" NA
"2500" "(19,20]" "2011" "2me3" NA
"2501" "(0,1]" "2012" "2me3" NA
"2502" "(1,2]" "2012" "2me3" NA
"2503" "(2,3]" "2012" "2me3" NA
"2504" "(3,4]" "2012" "2me3" NA
"2505" "(4,5]" "2012" "2me3" NA
"2506" "(5,6]" "2012" "2me3" NA
"2507" "(6,7]" "2012" "2me3" NA
"2508" "(7,8]" "2012" "2me3" NA
"2509" "(8,9]" "2012" "2me3" NA
"2510" "(9,10]" "2012" "2me3" NA
"2511" "(10,11]" "2012" "2me3" NA
"2512" "(11,12]" "2012" "2me3" NA
"2513" "(12,13]" "2012" "2me3" NA
"2514" "(13,14]" "2012" "2me3" NA
"2515" "(14,15]" "2012" "2me3" NA
"2516" "(15,16]" "2012" "2me3" NA
"2517" "(16,17]" "2012" "2me3" NA
"2518" "(17,18]" "2012" "2me3" NA
"2519" "(18,19]" "2012" "2me3" NA
"2520" "(19,20]" "2012" "2me3" NA
"2521" "(0,1]" "1992" "3me1" NA
"2522" "(1,2]" "1992" "3me1" NA
"2523" "(2,3]" "1992" "3me1" NA
"2524" "(3,4]" "1992" "3me1" NA
"2525" "(4,5]" "1992" "3me1" NA
"2526" "(5,6]" "1992" "3me1" NA
"2527" "(6,7]" "1992" "3me1" NA
"2528" "(7,8]" "1992" "3me1" NA
"2529" "(8,9]" "1992" "3me1" NA
"2530" "(9,10]" "1992" "3me1" NA
"2531" "(10,11]" "1992" "3me1" NA
"2532" "(11,12]" "1992" "3me1" NA
"2533" "(12,13]" "1992" "3me1" NA
"2534" "(13,14]" "1992" "3me1" NA
"2535" "(14,15]" "1992" "3me1" NA
"2536" "(15,16]" "1992" "3me1" NA
"2537" "(16,17]" "1992" "3me1" NA
"2538" "(17,18]" "1992" "3me1" NA
"2539" "(18,19]" "1992" "3me1" NA
"2540" "(19,20]" "1992" "3me1" NA
"2541" "(0,1]" "1993" "3me1" NA
"2542" "(1,2]" "1993" "3me1" NA
"2543" "(2,3]" "1993" "3me1" NA
"2544" "(3,4]" "1993" "3me1" NA
"2545" "(4,5]" "1993" "3me1" NA
"2546" "(5,6]" "1993" "3me1" NA
"2547" "(6,7]" "1993" "3me1" NA
"2548" "(7,8]" "1993" "3me1" NA
"2549" "(8,9]" "1993" "3me1" NA
"2550" "(9,10]" "1993" "3me1" NA
"2551" "(10,11]" "1993" "3me1" NA
"2552" "(11,12]" "1993" "3me1" NA
"2553" "(12,13]" "1993" "3me1" NA
"2554" "(13,14]" "1993" "3me1" NA
"2555" "(14,15]" "1993" "3me1" NA
"2556" "(15,16]" "1993" "3me1" NA
"2557" "(16,17]" "1993" "3me1" NA
"2558" "(17,18]" "1993" "3me1" NA
"2559" "(18,19]" "1993" "3me1" NA
"2560" "(19,20]" "1993" "3me1" NA
"2561" "(0,1]" "1994" "3me1" NA
"2562" "(1,2]" "1994" "3me1" NA
"2563" "(2,3]" "1994" "3me1" NA
"2564" "(3,4]" "1994" "3me1" NA
"2565" "(4,5]" "1994" "3me1" NA
"2566" "(5,6]" "1994" "3me1" NA
"2567" "(6,7]" "1994" "3me1" NA
"2568" "(7,8]" "1994" "3me1" NA
"2569" "(8,9]" "1994" "3me1" NA
"2570" "(9,10]" "1994" "3me1" NA
"2571" "(10,11]" "1994" "3me1" NA
"2572" "(11,12]" "1994" "3me1" NA
"2573" "(12,13]" "1994" "3me1" NA
"2574" "(13,14]" "1994" "3me1" NA
"2575" "(14,15]" "1994" "3me1" NA
"2576" "(15,16]" "1994" "3me1" NA
"2577" "(16,17]" "1994" "3me1" NA
"2578" "(17,18]" "1994" "3me1" NA
"2579" "(18,19]" "1994" "3me1" NA
"2580" "(19,20]" "1994" "3me1" NA
"2581" "(0,1]" "1995" "3me1" NA
"2582" "(1,2]" "1995" "3me1" NA
"2583" "(2,3]" "1995" "3me1" NA
"2584" "(3,4]" "1995" "3me1" NA
"2585" "(4,5]" "1995" "3me1" NA
"2586" "(5,6]" "1995" "3me1" NA
"2587" "(6,7]" "1995" "3me1" NA
"2588" "(7,8]" "1995" "3me1" NA
"2589" "(8,9]" "1995" "3me1" NA
"2590" "(9,10]" "1995" "3me1" NA
"2591" "(10,11]" "1995" "3me1" NA
"2592" "(11,12]" "1995" "3me1" NA
"2593" "(12,13]" "1995" "3me1" NA
"2594" "(13,14]" "1995" "3me1" NA
"2595" "(14,15]" "1995" "3me1" NA
"2596" "(15,16]" "1995" "3me1" NA
"2597" "(16,17]" "1995" "3me1" NA
"2598" "(17,18]" "1995" "3me1" NA
"2599" "(18,19]" "1995" "3me1" NA
"2600" "(19,20]" "1995" "3me1" NA
"2601" "(0,1]" "1996" "3me1" NA
"2602" "(1,2]" "1996" "3me1" NA
"2603" "(2,3]" "1996" "3me1" NA
"2604" "(3,4]" "1996" "3me1" NA
"2605" "(4,5]" "1996" "3me1" NA
"2606" "(5,6]" "1996" "3me1" NA
"2607" "(6,7]" "1996" "3me1" NA
"2608" "(7,8]" "1996" "3me1" NA
"2609" "(8,9]" "1996" "3me1" NA
"2610" "(9,10]" "1996" "3me1" NA
"2611" "(10,11]" "1996" "3me1" NA
"2612" "(11,12]" "1996" "3me1" NA
"2613" "(12,13]" "1996" "3me1" NA
"2614" "(13,14]" "1996" "3me1" NA
"2615" "(14,15]" "1996" "3me1" NA
"2616" "(15,16]" "1996" "3me1" NA
"2617" "(16,17]" "1996" "3me1" NA
"2618" "(17,18]" "1996" "3me1" NA
"2619" "(18,19]" "1996" "3me1" NA
"2620" "(19,20]" "1996" "3me1" NA
"2621" "(0,1]" "1997" "3me1" NA
"2622" "(1,2]" "1997" "3me1" NA
"2623" "(2,3]" "1997" "3me1" NA
"2624" "(3,4]" "1997" "3me1" NA
"2625" "(4,5]" "1997" "3me1" NA
"2626" "(5,6]" "1997" "3me1" NA
"2627" "(6,7]" "1997" "3me1" NA
"2628" "(7,8]" "1997" "3me1" NA
"2629" "(8,9]" "1997" "3me1" NA
"2630" "(9,10]" "1997" "3me1" NA
"2631" "(10,11]" "1997" "3me1" NA
"2632" "(11,12]" "1997" "3me1" NA
"2633" "(12,13]" "1997" "3me1" NA
"2634" "(13,14]" "1997" "3me1" NA
"2635" "(14,15]" "1997" "3me1" NA
"2636" "(15,16]" "1997" "3me1" NA
"2637" "(16,17]" "1997" "3me1" NA
"2638" "(17,18]" "1997" "3me1" NA
"2639" "(18,19]" "1997" "3me1" NA
"2640" "(19,20]" "1997" "3me1" NA
"2641" "(0,1]" "1998" "3me1" NA
"2642" "(1,2]" "1998" "3me1" NA
"2643" "(2,3]" "1998" "3me1" NA
"2644" "(3,4]" "1998" "3me1" NA
"2645" "(4,5]" "1998" "3me1" NA
"2646" "(5,6]" "1998" "3me1" NA
"2647" "(6,7]" "1998" "3me1" NA
"2648" "(7,8]" "1998" "3me1" NA
"2649" "(8,9]" "1998" "3me1" NA
"2650" "(9,10]" "1998" "3me1" NA
"2651" "(10,11]" "1998" "3me1" NA
"2652" "(11,12]" "1998" "3me1" NA
"2653" "(12,13]" "1998" "3me1" NA
"2654" "(13,14]" "1998" "3me1" NA
"2655" "(14,15]" "1998" "3me1" NA
"2656" "(15,16]" "1998" "3me1" NA
"2657" "(16,17]" "1998" "3me1" NA
"2658" "(17,18]" "1998" "3me1" NA
"2659" "(18,19]" "1998" "3me1" NA
"2660" "(19,20]" "1998" "3me1" NA
"2661" "(0,1]" "1999" "3me1" NA
"2662" "(1,2]" "1999" "3me1" NA
"2663" "(2,3]" "1999" "3me1" NA
"2664" "(3,4]" "1999" "3me1" NA
"2665" "(4,5]" "1999" "3me1" NA
"2666" "(5,6]" "1999" "3me1" NA
"2667" "(6,7]" "1999" "3me1" NA
"2668" "(7,8]" "1999" "3me1" NA
"2669" "(8,9]" "1999" "3me1" NA
"2670" "(9,10]" "1999" "3me1" NA
"2671" "(10,11]" "1999" "3me1" NA
"2672" "(11,12]" "1999" "3me1" NA
"2673" "(12,13]" "1999" "3me1" NA
"2674" "(13,14]" "1999" "3me1" NA
"2675" "(14,15]" "1999" "3me1" NA
"2676" "(15,16]" "1999" "3me1" NA
"2677" "(16,17]" "1999" "3me1" NA
"2678" "(17,18]" "1999" "3me1" NA
"2679" "(18,19]" "1999" "3me1" NA
"2680" "(19,20]" "1999" "3me1" NA
"2681" "(0,1]" "2000" "3me1" NA
"2682" "(1,2]" "2000" "3me1" NA
"2683" "(2,3]" "2000" "3me1" NA
"2684" "(3,4]" "2000" "3me1" NA
"2685" "(4,5]" "2000" "3me1" NA
"2686" "(5,6]" "2000" "3me1" NA
"2687" "(6,7]" "2000" "3me1" NA
"2688" "(7,8]" "2000" "3me1" NA
"2689" "(8,9]" "2000" "3me1" NA
"2690" "(9,10]" "2000" "3me1" NA
"2691" "(10,11]" "2000" "3me1" NA
"2692" "(11,12]" "2000" "3me1" NA
"2693" "(12,13]" "2000" "3me1" NA
"2694" "(13,14]" "2000" "3me1" NA
"2695" "(14,15]" "2000" "3me1" NA
"2696" "(15,16]" "2000" "3me1" NA
"2697" "(16,17]" "2000" "3me1" NA
"2698" "(17,18]" "2000" "3me1" NA
"2699" "(18,19]" "2000" "3me1" NA
"2700" "(19,20]" "2000" "3me1" NA
"2701" "(0,1]" "2001" "3me1" NA
"2702" "(1,2]" "2001" "3me1" NA
"2703" "(2,3]" "2001" "3me1" NA
"2704" "(3,4]" "2001" "3me1" NA
"2705" "(4,5]" "2001" "3me1" NA
"2706" "(5,6]" "2001" "3me1" NA
"2707" "(6,7]" "2001" "3me1" NA
"2708" "(7,8]" "2001" "3me1" NA
"2709" "(8,9]" "2001" "3me1" NA
"2710" "(9,10]" "2001" "3me1" NA
"2711" "(10,11]" "2001" "3me1" NA
"2712" "(11,12]" "2001" "3me1" NA
"2713" "(12,13]" "2001" "3me1" NA
"2714" "(13,14]" "2001" "3me1" NA
"2715" "(14,15]" "2001" "3me1" NA
"2716" "(15,16]" "2001" "3me1" NA
"2717" "(16,17]" "2001" "3me1" NA
"2718" "(17,18]" "2001" "3me1" NA
"2719" "(18,19]" "2001" "3me1" NA
"2720" "(19,20]" "2001" "3me1" NA
"2721" "(0,1]" "2002" "3me1" NA
"2722" "(1,2]" "2002" "3me1" NA
"2723" "(2,3]" "2002" "3me1" NA
"2724" "(3,4]" "2002" "3me1" NA
"2725" "(4,5]" "2002" "3me1" NA
"2726" "(5,6]" "2002" "3me1" NA
"2727" "(6,7]" "2002" "3me1" NA
"2728" "(7,8]" "2002" "3me1" NA
"2729" "(8,9]" "2002" "3me1" NA
"2730" "(9,10]" "2002" "3me1" NA
"2731" "(10,11]" "2002" "3me1" NA
"2732" "(11,12]" "2002" "3me1" NA
"2733" "(12,13]" "2002" "3me1" NA
"2734" "(13,14]" "2002" "3me1" NA
"2735" "(14,15]" "2002" "3me1" NA
"2736" "(15,16]" "2002" "3me1" NA
"2737" "(16,17]" "2002" "3me1" NA
"2738" "(17,18]" "2002" "3me1" NA
"2739" "(18,19]" "2002" "3me1" NA
"2740" "(19,20]" "2002" "3me1" NA
"2741" "(0,1]" "2003" "3me1" NA
"2742" "(1,2]" "2003" "3me1" NA
"2743" "(2,3]" "2003" "3me1" NA
"2744" "(3,4]" "2003" "3me1" NA
"2745" "(4,5]" "2003" "3me1" NA
"2746" "(5,6]" "2003" "3me1" NA
"2747" "(6,7]" "2003" "3me1" NA
"2748" "(7,8]" "2003" "3me1" NA
"2749" "(8,9]" "2003" "3me1" NA
"2750" "(9,10]" "2003" "3me1" NA
"2751" "(10,11]" "2003" "3me1" NA
"2752" "(11,12]" "2003" "3me1" NA
"2753" "(12,13]" "2003" "3me1" NA
"2754" "(13,14]" "2003" "3me1" NA
"2755" "(14,15]" "2003" "3me1" NA
"2756" "(15,16]" "2003" "3me1" NA
"2757" "(16,17]" "2003" "3me1" NA
"2758" "(17,18]" "2003" "3me1" NA
"2759" "(18,19]" "2003" "3me1" NA
"2760" "(19,20]" "2003" "3me1" NA
"2761" "(0,1]" "2004" "3me1" NA
"2762" "(1,2]" "2004" "3me1" NA
"2763" "(2,3]" "2004" "3me1" NA
"2764" "(3,4]" "2004" "3me1" NA
"2765" "(4,5]" "2004" "3me1" NA
"2766" "(5,6]" "2004" "3me1" NA
"2767" "(6,7]" "2004" "3me1" NA
"2768" "(7,8]" "2004" "3me1" NA
"2769" "(8,9]" "2004" "3me1" NA
"2770" "(9,10]" "2004" "3me1" NA
"2771" "(10,11]" "2004" "3me1" NA
"2772" "(11,12]" "2004" "3me1" NA
"2773" "(12,13]" "2004" "3me1" NA
"2774" "(13,14]" "2004" "3me1" NA
"2775" "(14,15]" "2004" "3me1" NA
"2776" "(15,16]" "2004" "3me1" NA
"2777" "(16,17]" "2004" "3me1" NA
"2778" "(17,18]" "2004" "3me1" NA
"2779" "(18,19]" "2004" "3me1" NA
"2780" "(19,20]" "2004" "3me1" NA
"2781" "(0,1]" "2005" "3me1" NA
"2782" "(1,2]" "2005" "3me1" NA
"2783" "(2,3]" "2005" "3me1" NA
"2784" "(3,4]" "2005" "3me1" NA
"2785" "(4,5]" "2005" "3me1" NA
"2786" "(5,6]" "2005" "3me1" NA
"2787" "(6,7]" "2005" "3me1" NA
"2788" "(7,8]" "2005" "3me1" NA
"2789" "(8,9]" "2005" "3me1" NA
"2790" "(9,10]" "2005" "3me1" NA
"2791" "(10,11]" "2005" "3me1" NA
"2792" "(11,12]" "2005" "3me1" NA
"2793" "(12,13]" "2005" "3me1" NA
"2794" "(13,14]" "2005" "3me1" NA
"2795" "(14,15]" "2005" "3me1" NA
"2796" "(15,16]" "2005" "3me1" NA
"2797" "(16,17]" "2005" "3me1" NA
"2798" "(17,18]" "2005" "3me1" NA
"2799" "(18,19]" "2005" "3me1" NA
"2800" "(19,20]" "2005" "3me1" NA
"2801" "(0,1]" "2006" "3me1" NA
"2802" "(1,2]" "2006" "3me1" NA
"2803" "(2,3]" "2006" "3me1" NA
"2804" "(3,4]" "2006" "3me1" NA
"2805" "(4,5]" "2006" "3me1" NA
"2806" "(5,6]" "2006" "3me1" NA
"2807" "(6,7]" "2006" "3me1" NA
"2808" "(7,8]" "2006" "3me1" NA
"2809" "(8,9]" "2006" "3me1" NA
"2810" "(9,10]" "2006" "3me1" NA
"2811" "(10,11]" "2006" "3me1" NA
"2812" "(11,12]" "2006" "3me1" NA
"2813" "(12,13]" "2006" "3me1" NA
"2814" "(13,14]" "2006" "3me1" NA
"2815" "(14,15]" "2006" "3me1" NA
"2816" "(15,16]" "2006" "3me1" NA
"2817" "(16,17]" "2006" "3me1" NA
"2818" "(17,18]" "2006" "3me1" NA
"2819" "(18,19]" "2006" "3me1" NA
"2820" "(19,20]" "2006" "3me1" NA
"2821" "(0,1]" "2007" "3me1" NA
"2822" "(1,2]" "2007" "3me1" NA
"2823" "(2,3]" "2007" "3me1" NA
"2824" "(3,4]" "2007" "3me1" 7
"2825" "(4,5]" "2007" "3me1" NA
"2826" "(5,6]" "2007" "3me1" NA
"2827" "(6,7]" "2007" "3me1" NA
"2828" "(7,8]" "2007" "3me1" NA
"2829" "(8,9]" "2007" "3me1" NA
"2830" "(9,10]" "2007" "3me1" NA
"2831" "(10,11]" "2007" "3me1" NA
"2832" "(11,12]" "2007" "3me1" NA
"2833" "(12,13]" "2007" "3me1" 2
"2834" "(13,14]" "2007" "3me1" NA
"2835" "(14,15]" "2007" "3me1" NA
"2836" "(15,16]" "2007" "3me1" NA
"2837" "(16,17]" "2007" "3me1" NA
"2838" "(17,18]" "2007" "3me1" NA
"2839" "(18,19]" "2007" "3me1" NA
"2840" "(19,20]" "2007" "3me1" NA
"2841" "(0,1]" "2008" "3me1" NA
"2842" "(1,2]" "2008" "3me1" NA
"2843" "(2,3]" "2008" "3me1" NA
"2844" "(3,4]" "2008" "3me1" NA
"2845" "(4,5]" "2008" "3me1" NA
"2846" "(5,6]" "2008" "3me1" NA
"2847" "(6,7]" "2008" "3me1" NA
"2848" "(7,8]" "2008" "3me1" NA
"2849" "(8,9]" "2008" "3me1" NA
"2850" "(9,10]" "2008" "3me1" NA
"2851" "(10,11]" "2008" "3me1" NA
"2852" "(11,12]" "2008" "3me1" NA
"2853" "(12,13]" "2008" "3me1" NA
"2854" "(13,14]" "2008" "3me1" NA
"2855" "(14,15]" "2008" "3me1" NA
"2856" "(15,16]" "2008" "3me1" NA
"2857" "(16,17]" "2008" "3me1" NA
"2858" "(17,18]" "2008" "3me1" NA
"2859" "(18,19]" "2008" "3me1" NA
"2860" "(19,20]" "2008" "3me1" NA
"2861" "(0,1]" "2009" "3me1" NA
"2862" "(1,2]" "2009" "3me1" NA
"2863" "(2,3]" "2009" "3me1" NA
"2864" "(3,4]" "2009" "3me1" NA
"2865" "(4,5]" "2009" "3me1" NA
"2866" "(5,6]" "2009" "3me1" NA
"2867" "(6,7]" "2009" "3me1" NA
"2868" "(7,8]" "2009" "3me1" NA
"2869" "(8,9]" "2009" "3me1" NA
"2870" "(9,10]" "2009" "3me1" NA
"2871" "(10,11]" "2009" "3me1" NA
"2872" "(11,12]" "2009" "3me1" NA
"2873" "(12,13]" "2009" "3me1" NA
"2874" "(13,14]" "2009" "3me1" NA
"2875" "(14,15]" "2009" "3me1" NA
"2876" "(15,16]" "2009" "3me1" NA
"2877" "(16,17]" "2009" "3me1" NA
"2878" "(17,18]" "2009" "3me1" NA
"2879" "(18,19]" "2009" "3me1" NA
"2880" "(19,20]" "2009" "3me1" NA
"2881" "(0,1]" "2010" "3me1" NA
"2882" "(1,2]" "2010" "3me1" NA
"2883" "(2,3]" "2010" "3me1" NA
"2884" "(3,4]" "2010" "3me1" NA
"2885" "(4,5]" "2010" "3me1" NA
"2886" "(5,6]" "2010" "3me1" NA
"2887" "(6,7]" "2010" "3me1" NA
"2888" "(7,8]" "2010" "3me1" NA
"2889" "(8,9]" "2010" "3me1" NA
"2890" "(9,10]" "2010" "3me1" NA
"2891" "(10,11]" "2010" "3me1" NA
"2892" "(11,12]" "2010" "3me1" NA
"2893" "(12,13]" "2010" "3me1" NA
"2894" "(13,14]" "2010" "3me1" NA
"2895" "(14,15]" "2010" "3me1" NA
"2896" "(15,16]" "2010" "3me1" NA
"2897" "(16,17]" "2010" "3me1" NA
"2898" "(17,18]" "2010" "3me1" NA
"2899" "(18,19]" "2010" "3me1" NA
"2900" "(19,20]" "2010" "3me1" NA
"2901" "(0,1]" "2011" "3me1" NA
"2902" "(1,2]" "2011" "3me1" NA
"2903" "(2,3]" "2011" "3me1" NA
"2904" "(3,4]" "2011" "3me1" NA
"2905" "(4,5]" "2011" "3me1" NA
"2906" "(5,6]" "2011" "3me1" NA
"2907" "(6,7]" "2011" "3me1" NA
"2908" "(7,8]" "2011" "3me1" NA
"2909" "(8,9]" "2011" "3me1" NA
"2910" "(9,10]" "2011" "3me1" NA
"2911" "(10,11]" "2011" "3me1" NA
"2912" "(11,12]" "2011" "3me1" NA
"2913" "(12,13]" "2011" "3me1" NA
"2914" "(13,14]" "2011" "3me1" NA
"2915" "(14,15]" "2011" "3me1" NA
"2916" "(15,16]" "2011" "3me1" NA
"2917" "(16,17]" "2011" "3me1" NA
"2918" "(17,18]" "2011" "3me1" NA
"2919" "(18,19]" "2011" "3me1" NA
"2920" "(19,20]" "2011" "3me1" NA
"2921" "(0,1]" "2012" "3me1" NA
"2922" "(1,2]" "2012" "3me1" NA
"2923" "(2,3]" "2012" "3me1" NA
"2924" "(3,4]" "2012" "3me1" NA
"2925" "(4,5]" "2012" "3me1" NA
"2926" "(5,6]" "2012" "3me1" NA
"2927" "(6,7]" "2012" "3me1" NA
"2928" "(7,8]" "2012" "3me1" NA
"2929" "(8,9]" "2012" "3me1" NA
"2930" "(9,10]" "2012" "3me1" NA
"2931" "(10,11]" "2012" "3me1" NA
"2932" "(11,12]" "2012" "3me1" NA
"2933" "(12,13]" "2012" "3me1" NA
"2934" "(13,14]" "2012" "3me1" NA
"2935" "(14,15]" "2012" "3me1" NA
"2936" "(15,16]" "2012" "3me1" NA
"2937" "(16,17]" "2012" "3me1" NA
"2938" "(17,18]" "2012" "3me1" NA
"2939" "(18,19]" "2012" "3me1" NA
"2940" "(19,20]" "2012" "3me1" NA
"2941" "(0,1]" "1992" "3me2" NA
"2942" "(1,2]" "1992" "3me2" NA
"2943" "(2,3]" "1992" "3me2" NA
"2944" "(3,4]" "1992" "3me2" NA
"2945" "(4,5]" "1992" "3me2" NA
"2946" "(5,6]" "1992" "3me2" NA
"2947" "(6,7]" "1992" "3me2" NA
"2948" "(7,8]" "1992" "3me2" NA
"2949" "(8,9]" "1992" "3me2" NA
"2950" "(9,10]" "1992" "3me2" NA
"2951" "(10,11]" "1992" "3me2" NA
"2952" "(11,12]" "1992" "3me2" NA
"2953" "(12,13]" "1992" "3me2" NA
"2954" "(13,14]" "1992" "3me2" NA
"2955" "(14,15]" "1992" "3me2" NA
"2956" "(15,16]" "1992" "3me2" NA
"2957" "(16,17]" "1992" "3me2" NA
"2958" "(17,18]" "1992" "3me2" NA
"2959" "(18,19]" "1992" "3me2" NA
"2960" "(19,20]" "1992" "3me2" NA
"2961" "(0,1]" "1993" "3me2" NA
"2962" "(1,2]" "1993" "3me2" NA
"2963" "(2,3]" "1993" "3me2" NA
"2964" "(3,4]" "1993" "3me2" NA
"2965" "(4,5]" "1993" "3me2" NA
"2966" "(5,6]" "1993" "3me2" NA
"2967" "(6,7]" "1993" "3me2" NA
